4.0	Using Scripture to Make Requests: Promises and Scripture Prayers (version: CUV)
（約 10:27-28）	我的羊聽我的聲音，我也認識他們，他們也跟着我。我又賜給他們永生；他們永不滅亡，誰也不能從我手裏把他們奪去。
（約 17:6）	「你從世上賜給我的人，我已將你的名顯明與他們。他們本是你的，你將他們賜給我，他們也遵守了你的道。
（約 17:23）	我在他們裏面，你在我裏面，使他們完完全全地合而為一，叫世人知道你差了我來，也知道你愛他們如同愛我一樣。
（約 17:24）	父啊，我在哪裏，願你所賜給我的人也同我在那裏，叫他們看見你所賜給我的榮耀；因為創立世界以前，你已經愛我了。
（約 17:26）	我已將你的名指示他們，還要指示他們，使你所愛我的愛在他們裏面，我也在他們裏面。」
（徒 20:28）	聖靈立你們作全群的監督，你們就當為自己謹慎，也為全群謹慎，牧養上帝的教會，就是他用自己血所買來的〔註：或譯：救贖的〕。
（林前 2:16）	誰曾知道主的心去教導他呢？但我們是有基督的心了。
（林前 3:21-23）	所以無論誰，都不可拿人誇口，因為萬有全是你們的。或保羅，或亞波羅，或磯法，或世界，或生，或死，或現今的事，或將來的事，全是你們的；並且你們是屬基督的，基督又是屬上帝的。
（林前 12:18）	但如今，上帝隨自己的意思把肢體俱各安排在身上了。
（林前 12:24-26）	我們俊美的肢體，自然用不着裝飾；但上帝配搭這身子，把加倍的體面給那有缺欠的肢體，免得身上分門別類，總要肢體彼此相顧。若一個肢體受苦，所有的肢體就一同受苦；若一個肢體得榮耀，所有的肢體就一同快樂。
（林後 2:14）	感謝上帝！常率領我們在基督裏誇勝，並藉着我們在各處顯揚那因認識基督而有的香氣。
（加 3:26-27）	所以，你們因信基督耶穌都是上帝的兒子。你們受洗歸入基督的都是披戴基督了。
（加 3:29）	你們既屬乎基督，就是亞伯拉罕的後裔，是照着應許承受產業的了。
（弗 2:6）	他又叫我們與基督耶穌一同復活，一同坐在天上，
（弗 2:22）	你們也靠他同被建造，成為上帝藉着聖靈居住的所在。
（弗 3:10）	為要藉着教會使天上執政的、掌權的，現在得知上帝百般的智慧。
（弗 3:20-21）	上帝能照着運行在我們心裏的大力充充足足地成就一切，超過我們所求所想的。但願他在教會中，並在基督耶穌裏，得着榮耀，直到世世代代，永永遠遠。阿們！
（弗 4:11-12）	他所賜的，有使徒，有先知，有傳福音的，有牧師和教師，為要成全聖徒，各盡其職，建立基督的身體，
（西 2:19）	不持定元首。全身既然靠着他，筋節得以相助聯絡，就因上帝大得長進。
（西 3:3）	因為你們已經死了，你們的生命與基督一同藏在上帝裏面。
（帖前 5:5）	你們都是光明之子，都是白晝之子。我們不是屬黑夜的，也不是屬幽暗的。
（來 2:11）	因那使人成聖的和那些得以成聖的，都是出於一。所以，他稱他們為弟兄也不以為恥，
（來 11:16）	他們卻羨慕一個更美的家鄉，就是在天上的。所以上帝被稱為他們的上帝，並不以為恥，因為他已經給他們預備了一座城。
（彼前 2:5）	你們來到主面前，也就像活石，被建造成為靈宮，作聖潔的祭司，藉着耶穌基督奉獻上帝所悅納的靈祭。
（彼前 2:9）	惟有你們是被揀選的族類，是有君尊的祭司，是聖潔的國度，是屬〔上帝〕的子民，要叫你們宣揚那召你們出黑暗入奇妙光明者的美德。
（約一 1:7）	我們若在光明中行，如同上帝在光明中，就彼此相交，他兒子耶穌的血也洗淨我們一切的罪。
（約一 2:1）	我小子們哪，我將這些話寫給你們，是要叫你們不犯罪。若有人犯罪，在父那裏我們有一位中保，就是那義者耶穌基督。
（約一 3:2-3）	親愛的〔弟兄〕啊，我們現在是上帝的兒女，將來如何，還未顯明；但我們知道，主若顯現，我們必要像他，因為必得見他的真體。凡向他有這指望的，就潔淨自己，像他潔淨一樣。
（猶 1:1）	耶穌基督的僕人，雅各的弟兄猶大，寫信給那被召、在父上帝裏蒙愛、為耶穌基督保守的人。
（啟 7:15）	所以，他們在上帝寶座前，晝夜在他殿中事奉他。坐寶座的要用帳幕覆庇他們。
（啟 7:17）	因為寶座中的羔羊必牧養他們，領他們到生命水的泉源；上帝也必擦去他們一切的眼淚。」
（啟 21:3-4）	我聽見有大聲音從寶座出來說：「看哪，上帝的帳幕在人間。他要與人同住，他們要作他的子民。上帝要親自與他們同在，作他們的上帝。上帝要擦去他們一切的眼淚；不再有死亡，也不再有悲哀、哭號、疼痛，因為以前的事都過去了。」
（啟 22:3-5）	以後再沒有咒詛；在城裏有上帝和羔羊的寶座；他的僕人都要事奉他，也要見他的面。他的名字必寫在他們的額上。不再有黑夜；他們也不用燈光、日光，因為主上帝要光照他們。他們要作王，直到永永遠遠。

4.7.{3}	Promises to Shepherds
（弗 4:8）	所以〔經上〕說： 他升上高天的時候，擄掠了仇敵， 將各樣的恩賜賞給人。
（弗 4:11-13）	他所賜的，有使徒，有先知，有傳福音的，有牧師和教師，為要成全聖徒，各盡其職，建立基督的身體，直等到我們眾人在真道上同歸於一，認識上帝的兒子，得以長大成人，滿有基督長成的身量，
（撒下 23:3-4）	以色列的上帝、 以色列的磐石曉諭我說： 那以公義治理人民的， 敬畏上帝執掌權柄，他必像日出的晨光， 如無雲的清晨， 雨後的晴光， 使地〔發生〕嫩草。
（耶 23:4）	我必設立照管他們的牧人，牧養他們。他們不再懼怕，不再驚惶，也不缺少一個；這是耶和華說的。」
（耶 3:15）	我也必將合我心的牧者賜給你們。他們必以知識和智慧牧養你們。」
（耶 1:9）	於是耶和華伸手按我的口，對我說： 我已將當說的話傳給你。
（出 4:12）	現在去吧，我必賜你口才，指教你所當說的話。」
（賽 51:16）	我將我的話傳給你， 用我的手影遮蔽你， 為要栽定諸天，立定地基， 又對錫安說：你是我的百姓。
（耶 23:28-29）	得夢的先知可以述說那夢；得我話的人可以誠實講說我的話。糠詷怎能與麥子比較呢？這是耶和華說的。」耶和華說：「我的話豈不像火，又像能打碎磐石的大錘嗎？」
（耶 15:19）	耶和華如此說：你若歸回， 我就將你再帶來， 使你站在我面前； 你若將寶貴的和下賤的分別出來， 你就可以當作我的口。 他們必歸向你， 你卻不可歸向他們。

4.8.{3}	Promises on the Power of God’s Word
（書 1:8）	這律法書不可離開你的口，總要晝夜思想，好使你謹守遵行這書上所寫的一切話。如此，你的道路就可以亨通，凡事順利。
（詩 1:2-3）	惟喜愛耶和華的律法， 晝夜思想， 這人便為有福！他要像一棵樹栽在溪水旁， 按時候結果子， 葉子也不枯乾。 凡他所做的盡都順利。
（箴 6:22-23）	你行走，它必引導你； 你躺臥，它必保守你； 你睡醒，它必與你談論。因為誡命是燈，法則〔註：或譯：指教〕是光， 訓誨的責備是生命的道，
（箴 30:5）	上帝的言語句句都是煉淨的； 投靠他的，他便作他們的盾牌。
（賽 55:11）	我口所出的話也必如此， 決不徒然返回， 卻要成就我所喜悅的， 在我發他去成就〔註：發他去成就：或譯所命定〕的事上必然亨通。
（可 13:31）	天地要廢去，我的話卻不能廢去。」
（徒 20:32）	如今我把你們交託上帝和他恩惠的道；這道能建立你們，叫你們和一切成聖的人同得基業。
（羅 15:4）	從前所寫的〔聖經〕都是為教訓我們寫的，叫我們因聖經所生的忍耐和安慰可以得着盼望。
（提前 4:4-5）	凡上帝所造的物都是好的，若感謝着領受，就沒有一樣可棄的，都因上帝的道和人的祈求成為聖潔了。
（提後 3:15-17）	並且知道你是從小明白聖經，這聖經能使你因信基督耶穌，有得救的智慧。聖經都是上帝所默示的〔註：或譯：凡上帝所默示的聖經〕，於教訓、督責、使人歸正、教導人學義都是有益的，叫屬上帝的人得以完全，預備行各樣的善事。
（來 4:12）	上帝的道是活潑的，是有功效的，比一切兩刃的劍更快，甚至魂與靈，骨節與骨髓，都能刺入、剖開，連心中的思念和主意都能辨明。
（雅 1:17-18）	各樣美善的恩賜和各樣全備的賞賜都是從上頭來的，從眾光之父那裏降下來的；在他並沒有改變，也沒有轉動的影兒。他按自己的旨意，用真道生了我們，叫我們在他所造的萬物中好像初熟的果子。
（彼前 1:23-25）	你們蒙了重生，不是由於能壞的種子，乃是由於不能壞的種子，是藉着上帝活潑常存的道。因為 凡有血氣的，盡都如草； 他的美榮都像草上的花。 草必枯乾，花必凋謝；惟有主的道是永存的。 所傳給你們的福音就是這道。
（彼後 1:20-21）	第一要緊的，該知道經上所有的預言沒有可隨私意解說的；因為預言從來沒有出於人意的，乃是人被聖靈感動，說出上帝的話來。
（約一 2:14）	小子們哪，我曾寫信給你們， 因為你們認識父。 父老啊，我曾寫信給你們， 因為你們認識那從起初原有的。 少年人哪，我曾寫信給你們； 因為你們剛強， 上帝的道常存在你們心裏； 你們也勝了那惡者。
（啟 1:3）	念這書上預言的和那些聽見又遵守其中所記載的，都是有福的，因為日期近了。

4.9.{3}	Promises to Send Revival
（耶 4:1-2）	耶和華說：以色列啊， 你若回來歸向我， 若從我眼前除掉你可憎的〔偶像〕， 你就不被遷移。你必憑誠實、公平、公義， 指着永生的耶和華起誓； 列國必因耶和華稱自己為有福， 也必因他誇耀。
（詩 19:7）	耶和華的律法全備，能甦醒人心； 耶和華的法度確定，能使愚人有智慧。
（詩 110:3）	當你掌權的日子〔註：或譯：行軍的日子〕， 你的民要以聖潔的妝飾為衣〔註：或譯：以聖潔為妝飾〕， 甘心犧牲自己； 你的民多如清晨的甘露〔註：或譯：你少年時光耀如清晨的甘露〕。
（賽 2:2-3）	末後的日子，耶和華殿的山必堅立， 超乎諸山，高舉過於萬嶺； 萬民都要流歸這山。必有許多國的民前往，說： 來吧，我們登耶和華的山， 奔雅各上帝的殿。 主必將他的道教訓我們； 我們也要行他的路。 因為訓誨必出於錫安； 耶和華的言語必出於耶路撒冷。
（賽 10:20-21）	到那日，以色列所剩下的和雅各家所逃脫的，不再倚靠那擊打他們的，卻要誠實倚靠耶和華－以色列的聖者。所剩下的，就是雅各〔家〕所剩下的，必歸回全能的上帝。
（賽 27:6）	將來雅各要扎根， 以色列要發芽開花； 他們的果實必充滿世界。
（賽 29:17-19）	黎巴嫩變為肥田， 肥田看如樹林， 不是只有一點點時候嗎？那時，聾子必聽見這書上的話； 瞎子的眼必從迷矇黑暗中得以看見。謙卑人必因耶和華增添歡喜； 人間貧窮的必因以色列的聖者快樂。
（賽 29:22）	所以，救贖亞伯拉罕的耶和華 論雅各家如此說： 雅各必不再羞愧， 面容也不致變色。
（賽 32:15）	等到〔聖〕靈從上澆灌我們， 曠野就變為肥田， 肥田看如樹林。
（賽 33:17）	你的眼必見王的榮美， 必見遼闊之地。
（賽 35:1-2）	曠野和乾旱之地必然歡喜； 沙漠也必快樂； 又像玫瑰開花，必開花繁盛， 樂上加樂，而且歡呼。 黎巴嫩的榮耀， 並迦密與沙崙的華美，必賜給它。 人必看見耶和華的榮耀， 我們上帝的華美。
（賽 35:6）	那時，瘸子必跳躍像鹿； 啞巴的舌頭必能歌唱。 在曠野必有水發出； 在沙漠必有河湧流。
（賽 41:18）	我要在淨光的高處開江河， 在谷中開泉源； 我要使沙漠變為水池， 使乾地變為湧泉。
（賽 43:20-21）	野地的走獸必尊重我； 野狗和鴕鳥也必如此。 因我使曠野有水， 使沙漠有河， 好賜給我的百姓、我的選民喝。這百姓是我為自己所造的， 好述說我的美德。
（賽 44:3-5）	因為我要將水澆灌口渴的人， 將河澆灌乾旱之地。 我要將我的靈澆灌你的後裔， 將我的福澆灌你的子孫。他們要發生在草中， 像溪水旁的柳樹。這個要說：我是屬耶和華的； 那個要以雅各的名自稱； 又一個要親手寫：歸耶和華的〔註：或譯：在手上寫歸耶和華〕， 並自稱為以色列。
（賽 51:3）	耶和華已經安慰錫安 和錫安一切的荒場， 使曠野像伊甸， 使沙漠像耶和華的園囿； 在其中必有歡喜、快樂、感謝， 和歌唱的聲音。
（賽 54:13）	你的兒女都要受耶和華的教訓； 你的兒女必大享平安。
（耶 3:12）	你去向北方宣告說： 耶和華說：背道的以色列啊，回來吧！ 我必不怒目看你們； 因為我是慈愛的， 我必不永遠存〔怒〕。 這是耶和華說的。
（耶 24:7）	我要賜他們認識我的心，知道我是耶和華。他們要作我的子民，我要作他們的上帝，因為他們要一心歸向我。」
（耶 30:17）	耶和華說：我必使你痊癒， 醫好你的傷痕， 都因人稱你為被趕散的， 〔說〕：這是錫安，無人來探問〔註：或譯：理會〕的！
（耶 30:19）	必有感謝和歡樂的聲音從其中發出， 我要使他們增多，不致減少； 使他們尊榮，不致卑微。
（耶 31:9）	他們要哭泣而來。 我要照他們懇求的引導他們， 使他們在河水旁走正直的路， 在其上不致絆跌； 因為我是以色列的父， 以法蓮是我的長子。
（何 6:1-3）	來吧，我們歸向耶和華！ 他撕裂我們，也必醫治； 他打傷我們，也必纏裹。過兩天他必使我們甦醒， 第三天他必使我們興起， 我們就在他面前得以存活。我們務要認識耶和華， 竭力追求認識他。 他出現確如晨〔光〕； 他必臨到我們像甘雨， 像滋潤田地的春雨。
（珥 2:25）	我打發到你們中間的大軍隊， 就是蝗蟲、蝻子、螞蚱、剪蟲， 那些年所吃的，我要補還你們。

4.10.{3}	Promises of The Holy Spirit’s Powerful Ministry
（賽 32:15）	等到〔聖〕靈從上澆灌我們， 曠野就變為肥田， 肥田看如樹林。
（結 37:14）	我必將我的靈放在你們裏面，你們就要活了。我將你們安置在本地，你們就知道我－耶和華如此說，也如此成就了。這是耶和華說的。』」
（帖前 1:5）	因為我們的福音傳到你們那裏，不獨在乎言語，也在乎權能和聖靈，並充足的信心。正如你們知道，我們在你們那裏，為你們的緣故是怎樣為人。
（結 39:29）	我也不再掩面不顧他們，因我已將我的靈澆灌以色列家。這是主耶和華說的。」
（珥 2:28-29）	以後，我要將我的靈澆灌凡有血氣的。 你們的兒女要說預言； 你們的老年人要做異夢， 少年人要見異象。在那些日子， 我要將我的靈澆灌我的僕人和使女。
（太 3:11）	我是用水給你們施洗，叫你們悔改。但那在我以後來的，能力比我更大，我就是給他提鞋也不配。他要用聖靈與火給你們施洗。
（路 11:13）	你們雖然不好，尚且知道拿好東西給兒女；何況天父，豈不更將聖靈給求他的人嗎？」
（路 24:49）	我要將我父所應許的降在你們身上，你們要在城裏等候，直到你們領受從上頭來的能力。」
（約 7:37-39）	節期的末日，就是最大之日，耶穌站着高聲說：「人若渴了，可以到我這裏來喝。信我的人就如經上所說：『從他腹中要流出活水的江河來。』」耶穌這話是指着信他之人要受〔聖〕靈說的。那時還沒有〔賜下聖〕靈〔來〕，因為耶穌尚未得着榮耀。
（約 14:12）	我實實在在地告訴你們，我所做的事，信我的人也要做，並且要做比這更大的事，因為我往父那裏去。
（約 14:16-17）	我要求父，父就另外賜給你們一位保惠師〔註：或譯：訓慰師；下同〕，叫他永遠與你們同在，就是真理的〔聖〕靈，乃世人不能接受的；因為不見他，也不認識他。你們卻認識他，因他常與你們同在，也要在你們裏面。
（約 14:26-27）	但保惠師，就是父因我的名所要差來的聖靈，他要將一切的事指教你們，並且要叫你們想起我對你們所說的一切話。我留下平安給你們；我將我的平安賜給你們。我所賜的，不像世人所賜的。你們心裏不要憂愁，也不要膽怯。
（約 16:13-14）	只等真理的聖靈來了，他要引導你們明白〔註：原文是進入〕一切的真理；因為他不是憑自己說的，乃是把他所聽見的都說出來，並要把將來的事告訴你們。他要榮耀我，因為他要將受於我的告訴你們。
（約 20:22）	說了這話，就向他們吹一口氣，說：「你們受聖靈！
（徒 1:8）	但聖靈降臨在你們身上，你們就必得着能力，並要在耶路撒冷、猶太全地，和撒馬利亞，直到地極，作我的見證。」
（羅 5:5）	盼望不至於羞恥，因為所賜給我們的聖靈將上帝的愛澆灌在我們心裏。
（羅 7:6）	但我們既然在捆我們的律法上死了，現今就脫離了律法，叫我們服事〔主〕，要按着心靈〔註：心靈：或譯聖靈〕的新樣，不按着儀文的舊樣。
（羅 8:13）	你們若順從肉體活着，必要死；若靠着〔聖〕靈治死身體的惡行，必要活着。
（羅 8:14-15）	因為凡被上帝的靈引導的，都是上帝的兒子。你們所受的，不是奴僕的心，仍舊害怕；所受的，乃是兒子的心，因此我們呼叫：「阿爸！父！」
（加 4:6）	你們既為兒子，上帝就差他兒子的靈進入你們〔註：原文是我們〕的心，呼叫：「阿爸！父！」
（羅 8:16）	聖靈與我們的心同證我們是上帝的兒女；
（林前 2:9-10）	如〔經上〕所記： 上帝為愛他的人所預備的 是眼睛未曾看見， 耳朵未曾聽見， 人心也未曾想到的。只有上帝藉着聖靈向我們顯明了，因為聖靈參透萬事，就是上帝深奧的事也參透了。
（林前 2:12）	我們所領受的，並不是世上的靈，乃是從上帝來的靈，叫我們能知道上帝開恩賜給我們的事。
（林前 12:11）	這一切都是這位〔聖〕靈所運行、隨己意分給各人的。
（林後 3:6）	他叫我們能承當這新約的執事，不是憑着字句，乃是憑着精意；因為那字句是叫人死，精意〔註：或譯：聖靈〕是叫人活。
（林後 3:17-18）	主就是那靈；主的靈在哪裏，那裏就得以自由。我們眾人既然敞着臉得以看見主的榮光，好像從鏡子裏返照，就變成主的形狀，榮上加榮，如同從主的靈變成的。
（加 5:16）	我說，你們當順着〔聖〕靈而行，就不放縱肉體的情慾了。
（加 5:18）	但你們若被〔聖〕靈引導，就不在律法以下。
（加 5:22-23）	聖靈所結的果子，就是仁愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制。這樣的事沒有律法禁止。
（加 6:8）	順着情慾撒種的，必從情慾收敗壞；順着〔聖〕靈撒種的，必從〔聖〕靈收永生。
（約一 2:20）	你們從那聖者受了〔恩〕膏，並且知道這一切的事〔註：或譯：都有知識〕。
（約一 2:27）	你們從主所受的〔恩〕膏常存在你們心裏，並不用人教訓你們，自有主的〔恩〕膏在凡事上教訓你們。這〔恩〕膏是真的，不是假的；你們要按這〔恩〕膏的教訓住在主裏面。

4.11.{3}	Promises that God Will Make Us His Possession
（利 20:26）	你們要歸我為聖，因為我－耶和華是聖的，並叫你們與萬民有分別，使你們作我的民。
（利 26:11-12）	我要在你們中間立我的帳幕；我的心也不厭惡你們。我要在你們中間行走；我要作你們的上帝，你們要作我的子民。
（申 7:6）	因為你歸耶和華－你上帝為聖潔的民；耶和華－你上帝從地上的萬民中揀選你，特作自己的子民。
（撒上 12:22）	耶和華既喜悅選你們作他的子民，就必因他的大名不撇棄你們。
（代上 17:21-22）	世上有何民能比你的民以色列呢？你上帝從埃及救贖他們作自己的子民，又在你贖出來的民面前行大而可畏的事，驅逐列邦人，顯出你的大名。你使以色列人作你的子民，直到永遠；你－耶和華也作他們的上帝。
（民 18:20）	耶和華對亞倫說：「你在以色列人的境內不可有產業，在他們中間也不可有分。我就是你的分，是你的產業。」
（多 2:13-14）	等候所盼望的福，並等候至大的上帝和我們〔註：或譯：上帝－我們〕救主耶穌基督的榮耀顯現。他為我們捨了自己，要贖我們脫離一切罪惡，又潔淨我們，特作自己的子民，熱心為善。

4.12.{3}.1	The meaning of the promise “God with us”:
（創 39:2-3）	約瑟住在他主人埃及人的家中，耶和華與他同在，他就百事順利。他主人見耶和華與他同在，又見耶和華使他手裏所辦的盡都順利，
（創 39:21）	但耶和華與約瑟同在，向他施恩，使他在司獄的眼前蒙恩。
（創 39:23）	凡在約瑟手下的事，司獄一概不察，因為耶和華與約瑟同在；耶和華使他所做的盡都順利。
（書 1:5）	你平生的日子，必無一人能在你面前站立得住。我怎樣與摩西同在，也必照樣與你同在；我必不撇下你，也不丟棄你。
（書 6:27）	耶和華與約書亞同在，約書亞的聲名傳揚遍地。
（士 6:12）	耶和華的使者向基甸顯現，對他說：「大能的勇士啊，耶和華與你同在！」
（撒上 3:19）	撒母耳長大了，耶和華與他同在，使他所說的話一句都不落空。
（撒上 18:12）	掃羅懼怕大衛；因為耶和華離開自己，與大衛同在。
（撒下 7:3）	拿單對王說：「你可以照你的心意而行，因為耶和華與你同在。」
（王下 18:7）	耶和華與他同在，他無論往何處去盡都亨通。他背叛、不肯事奉亞述王。
（代上 11:9）	大衛日見強盛，因為萬軍之耶和華與他同在。
（王上 8:57-58）	願耶和華－我們的上帝與我們同在，像與我們列祖同在一樣，不撇下我們，不丟棄我們，使我們的心歸向他，遵行他的道，謹守他吩咐我們列祖的誡命、律例、典章。
（代上 22:11）	我兒啊，現今願耶和華與你同在，使你亨通，照他指着你說的話，建造耶和華－你上帝的殿。
（代上 28:20）	大衛又對他兒子所羅門說：「你當剛強壯膽去行！不要懼怕，也不要驚惶。因為耶和華上帝就是我的上帝，與你同在；他必不撇下你，也不丟棄你，直到耶和華殿的工作都完畢了。
（該 2:4）	耶和華說：「所羅巴伯啊，雖然如此，你當剛強！約撒答的兒子大祭司約書亞啊，你也當剛強！這地的百姓，你們都當剛強做工，因為我與你們同在。這是萬軍之耶和華說的。
（徒 7:9-10）	「先祖嫉妒約瑟，把他賣到埃及去；上帝卻與他同在，救他脫離一切苦難，又使他在埃及王法老面前得恩典，有智慧。法老就派他作埃及國的宰相兼管全家。
（徒 10:38）	上帝怎樣以聖靈和能力膏拿撒勒人耶穌，這都是你們知道的。他周流四方，行善事，醫好凡被魔鬼壓制的人，因為上帝與他同在。

4.12.{3}.2	Promises that God Will Be “With Us”
（創 28:15）	我也與你同在。你無論往哪裏去，我必保佑你，領你歸回這地，總不離棄你，直到我成全了向你所應許的。」
（出 4:12）	現在去吧，我必賜你口才，指教你所當說的話。」
（書 1:9）	我豈沒有吩咐你嗎？你當剛強壯膽！不要懼怕，也不要驚惶；因為你無論往哪裏去，耶和華－你的上帝必與你同在。」
（代下 15:2）	他出來迎接亞撒，對他說：「亞撒和猶大、便雅憫眾人哪，要聽我說：你們若順從耶和華，耶和華必與你們同在；你們若尋求他，就必尋見；你們若離棄他，他必離棄你們。
（詩 14:5）	他們在那裏大大地害怕， 因為上帝在義人的族類中。
（詩 46:7）	萬軍之耶和華與我們同在； 雅各的上帝是我們的避難所！（細拉）
（詩 91:1-2）	住在至高者隱密處的， 必住在全能者的蔭下。我要論到耶和華說： 他是我的避難所，是我的山寨， 是我的上帝，是我所倚靠的。
（詩 139:8-10）	我若升到天上，你在那裏； 我若在陰間下榻，你也在那裏。我若展開清晨的翅膀， 〔飛〕到海極居住，就是在那裏，你的手必引導我； 你的右手也必扶持我。
（賽 41:10）	你不要害怕，因為我與你同在； 不要驚惶，因為我是你的上帝。 我必堅固你，我必幫助你； 我必用我公義的右手扶持你。
（賽 43:2）	你從水中經過，我必與你同在； 你詵過江河，水必不漫過你； 你從火中行過，必不被燒， 火焰也不着在你身上。
（賽 43:4-7）	因我看你為寶為尊； 又因我愛你， 所以我使人代替你， 使列邦人替換你的生命。不要害怕，因我與你同在； 我必領你的後裔從東方來， 又從西方招聚你。我要對北方說，交出來！ 對南方說，不要拘留！ 將我的眾子從遠方帶來， 將我的眾女從地極領回，就是凡稱為我名下的人， 是我為自己的榮耀創造的， 是我所做成，所造作的。
（耶 1:8）	你不要懼怕他們， 因為我與你同在， 要拯救你。 這是耶和華說的。
（耶 1:19）	他們要攻擊你，卻不能勝你；因為我與你同在，要拯救你。這是耶和華說的。」
（耶 42:11-12）	不要怕你們所怕的巴比倫王。』」耶和華說：「不要怕他！因為我與你們同在，要拯救你們脫離他的手。我也要使他發憐憫，好憐憫你們，叫你們歸回本地。
（太 28:19-20）	所以，你們要去，使萬民作我的門徒，奉父、子、聖靈的名給他們施洗〔註：或譯：給他們施洗，歸於父、子、聖靈的名〕。凡我所吩咐你們的，都教訓他們遵守，我就常與你們同在，直到世界的末了。」
（徒 18:9-10）	夜間，主在異象中對保羅說：「不要怕，只管講，不要閉口，有我與你同在，必沒有人下手害你，因為在這城裏我有許多的百姓。」
（腓 4:9）	你們在我身上所學習的，所領受的，所聽見的，所看見的，這些事你們都要去行，賜平安的上帝就必與你們同在。

4.13.{3}	Promises that God Will Draw Near
（出 29:46）	他們必知道我是耶和華－他們的上帝，是將他們從埃及地領出來的，為要住在他們中間。我是耶和華－他們的上帝。」
（出 33:14）	耶和華說：「我必親自〔和你同〕去，使你得安息。」
（申 4:7）	哪一大國的人有神與他們相近，像耶和華－我們的上帝、在我們求告他的時候與我們相近呢？
（王上 6:13）	我必住在以色列人中間，並不丟棄我民以色列。」
（詩 91:1）	住在至高者隱密處的， 必住在全能者的蔭下。
（賽 57:15）	因為那至高至上、永遠長存〔註：原文是住在永遠〕 名為聖者的如此說： 我住在至高至聖的所在， 也與心靈痛悔謙卑的人同居； 要使謙卑人的靈甦醒， 也使痛悔人的心甦醒。
（耶 30:21）	他們的君王必是屬乎他們的； 掌權的必從他們中間而出。 我要使他就近我， 他也要親近我； 不然，誰有膽量親近我呢？ 這是耶和華說的。
（雅 4:8）	你們親近上帝，上帝就必親近你們。有罪的人哪，要潔淨你們的手！心懷二意的人哪，要清潔你們的心！

4.14.{3}	Promises that God Will Manifest His Favor
（出 20:24）	你要為我築土壇，在上面以牛羊獻為燔祭和平安祭。凡記下我名的地方，我必到那裏賜福給你。
（伯 8:7）	你起初雖然微小， 終久必甚發達。
（伯 23:10）	然而他知道我所行的路； 他試煉我之後，我必如精金。
（伯 36:7）	他時常看顧義人， 使他們和君王同坐寶座， 永遠要被高舉。
（詩 1:3）	他要像一棵樹栽在溪水旁， 按時候結果子， 葉子也不枯乾。 凡他所做的盡都順利。
（詩 36:7-9）	上帝啊，你的慈愛何其寶貴！ 世人投靠在你翅膀的蔭下。他們必因你殿裏的肥甘得以飽足； 你也必叫他們喝你樂河的〔水〕。因為，在你那裏有生命的源頭； 在你的光中，我們必得見光。
（詩 37:34）	你當等候耶和華，遵守他的道， 他就抬舉你，使你承受地土； 惡人被剪除的時候，你必看見。
（詩 71:21）	求你使我越發昌大， 又轉來安慰我。
（詩 102:13）	你必起來憐恤錫安， 因現在是可憐她的時候， 日期已經到了。
（箴 4:18）	但義人的路好像黎明的光， 越照越明，直到日午。
（賽 51:16）	我將我的話傳給你， 用我的手影遮蔽你， 為要栽定諸天，立定地基， 又對錫安說：你是我的百姓。
（賽 60:10）	外邦人必建築你的城牆； 他們的王必服事你。 我曾發怒擊打你， 現今卻施恩憐恤你。
（賽 65:16）	這樣，在地上為自己求福的， 必憑真實的上帝求福； 在地上起誓的， 必指真實的上帝起誓。 因為，從前的患難已經忘記， 也從我眼前隱藏了。
（賽 66:2）	耶和華說：這一切都是我手所造的， 所以就都有了。 但我所看顧的， 就是虛心〔註：原文是貧窮〕痛悔、 因我話而戰兢的人。
（約 15:4-5）	你們要常在我裏面，我也常在你們裏面。枝子若不常在葡萄樹上，自己就不能結果子；你們若不常在我裏面，也是這樣。我是葡萄樹，你們是枝子。常在我裏面的，我也常在他裏面，這人就多結果子；因為離了我，你們就不能做甚麼。
（西 1:27）	上帝願意叫他們知道，這奧祕在外邦人中有何等豐盛的榮耀，就是基督在你們心裏成了〔有〕榮耀的盼望。

4.15.{3}	Promises to Believers Struggling with Sin
（利 26:13）	我是耶和華－你們的上帝，曾將你們從埃及地領出來，使你們不作埃及人的奴僕；我也折斷你們所負的軛，叫你們挺身而走。」
（代下 30:9）	你們若轉向耶和華，你們的弟兄和兒女必在擄掠他們的人面前蒙憐恤，得以歸回這地，因為耶和華－你們的上帝有恩典、施憐憫。你們若轉向他，他必不轉臉不顧你們。」
（詩 18:16-18）	他從高天伸手抓住我， 把我從大水中拉上來。他救我脫離我的勁敵和那些恨我的人， 因為他們比我強盛。我遭遇災難的日子，他們來攻擊我； 但耶和華是我的倚靠。
（詩 31:21）	耶和華是應當稱頌的， 因為他在堅固城裏向我施展奇妙的慈愛。
（詩 69:33）	因為耶和華聽了窮乏人， 不藐視被囚的人。
（賽 57:17-19）	因他貪婪的罪孽，我就發怒擊打他； 我向他掩面發怒， 他卻仍然隨心背道。我看見他所行的道，也要醫治他； 又要引導他， 使他和那一同傷心的人再得安慰。我造就嘴唇的果子； 願平安康泰歸與遠處的人， 也歸與近處的人； 並且我要醫治他。 這是耶和華說的。
